Title,Year,Genres,Rating,Votes
The Dungeon of Harrow,1964.0,Horror,3.4,658
Hay muertos que no hacen ruido,1946.0,"Comedy,Horror,Mystery",6.9,54
Bud Abbott and Lou Costello Meet the Invisible Man,1951.0,"Comedy,Family,Horror",6.6,6365
Bride of the Gorilla,1951.0,"Adventure,Horror",4.4,1499
El extraño caso del hombre y la bestia,1951.0,"Horror,Sci-Fi",6.6,92
Five,1951.0,"Drama,Horror,Sci-Fi",6.3,1729
El hombre sin rostro,1950.0,"Drama,Horror,Mystery",6.8,214
The Man from Planet X,1951.0,"Horror,Romance,Sci-Fi",5.7,3226
The Son of Dr. Jekyll,1951.0,"Crime,Horror,Romance",5.0,417
The Strange Door,1951.0,"Horror,Thriller",6.2,1316
The Thing from Another World,1951.0,"Horror,Sci-Fi",7.1,34942
Alraune,1952.0,"Horror,Sci-Fi",6.0,440
Bela Lugosi Meets a Brooklyn Gorilla,1952.0,"Comedy,Horror,Sci-Fi",3.6,2706
The Black Castle,1952.0,"Adventure,Horror,Mystery",6.3,1773
Ghost Ship,1952.0,Horror,5.3,980
Mother Riley Meets the Vampire,1952.0,"Comedy,Horror",3.9,1026
Noita palaa elämään,1952.0,"Drama,Fantasy,Horror",6.3,530
Valkoinen peura,1952.0,"Drama,Fantasy,Horror",6.9,2650
